lat,lng
22.322569,114.230385
22.318656,114.234155
22.317883,114.232491
22.318039,114.233468
22.318116,114.231675
22.329314,114.226412
22.328362,114.225855
22.328563,114.227086
22.29455,114.240595
22.29408,114.240483
22.294204,114.239952
22.293326,114.23979
22.294286,114.23949
22.317327,114.23865
22.317072,114.237437
22.317081,114.236919
22.317657,114.23972
22.317366,114.236063
22.317178,114.238156
22.317508,114.239226
22.316479,114.237124
22.316545,114.23756
22.316615,114.238007
22.316863,114.238652
22.316999,114.239114
22.317136,114.239574
22.308251,114.236453
22.308058,114.237272
22.307826,114.236293
22.305463,114.236342
22.306084,114.236289
22.305527,114.236964
22.306521,114.235934
22.307277,114.236234
22.32172,114.220408
22.322477,114.21999
22.322012,114.220589
22.321064,114.2211
22.320883,114.219612
22.322309,114.219676
22.297195,114.239879
22.296385,114.240167
22.296792,114.240022
22.295583,114.24045
22.295982,114.240308
22.308079,114.235563
22.307396,114.235498
22.302179,114.235846
22.301882,114.2362
22.302496,114.236154
22.301565,114.235887
22.301279,114.236243
22.300961,114.235931
22.300392,114.236593
22.300228,114.236178
22.299657,114.236403
22.310826,114.234104
22.299049,114.237237
22.300995,114.23502
22.300558,114.234807
22.302843,114.236419
